ax (m/s^2),ay (m/s^2),az (m/s^2)
0.6471,1.3007,-7.1963
0.8213,0.8097,-4.782
1.4265,0.14,-2.2777
2.1839,1.2058,0.1538
2.0743,3.0585,0.5261
1.9191,4.0754,0.1768
0.7441,3.9459,-1.2538
0.1292,1.9677,-2.6858
-0.2123,-0.6406,-2.4994
-0.3276,-2.873,-1.1714
-0.1879,-4.7284,0.149
-0.1488,-6.1546,0.936
-0.3676,-7.1871,0.9369
-0.1518,-7.5831,0.3444
-0.391,-7.0552,-0.2356
0.3862,-6.2229,-0.7266
0.5782,-4.9719,-0.6208
1.3901,-4.0362,-0.2456
2.0025,-2.6893,0.408
2.4161,-1.4015,0.8061
2.6673,-0.174,0.8527
2.4296,0.9005,1.0302
1.6283,1.58,1.4094
0.5693,1.8072,1.2271
-0.3257,1.6507,1.3081
-0.9629,1.3197,1.4018
-1.3427,1.393,1.1141
-1.7266,2.7032,1.0019
-0.8532,3.984,1.2229
-0.0186,4.308,2.0297
3.0003,3.7286,2.5165
1.3429,3.0759,3.614
2.1014,2.8313,1.7109
0.8654,4.6301,-1.0976
-1.0636,5.6889,-5.7943
0.7157,3.186,-4.9318
-0.1857,-0.0599,-4.2045
-0.8299,-1.982,-3.3515
-1.7139,-1.6658,-0.5007
-2.6348,0.569,1.1566
-2.1288,3.078,0.1259
-0.5338,4.4429,-1.9599
0.8542,3.6713,-2.9328
1.3686,1.3417,-2.2141
1.6993,-0.9874,-0.8543
1.98,-3.1337,0.1237
1.8645,-4.8173,0.6423
1.5408,-5.7589,0.3324
1.4001,-6.3102,-0.0556
-1.3553,-5.6993,-0.2242
1.0944,-6.8681,-1.0213
0.4552,-5.897,-0.9182
-1.1714,-4.4531,0.048
-3.1401,-2.8621,0.8582
-3.4223,-1.8279,1.2265
-3.0889,-0.8133,1.4527
-2.4171,-0.1787,1.2718
-1.5819,0.2054,1.3951
-0.5765,0.4113,1.4489
0.2368,0.9726,1.2893
0.6778,1.9619,0.9793
0.6037,3.5281,0.8511
0.8462,4.6126,1.2947
1.0321,4.3995,2.2964
0.5152,3.5101,3.0697
-0.9234,2.4565,3.6188
-2.267,2.294,3.3544
-2.7563,3.2125,2.6957
-2.4942,4.8562,-0.1818
-1.5598,5.0457,-5.8968
-0.8158,2.7677,-6.6946
0.4979,0.3669,-4.8862
1.1389,-0.5439,-2.4064
1.5051,0.3036,-0.1745
1.9114,1.7658,1.1336
1.8227,3.2505,1.1528
0.7215,3.8422,-1.0917
0.648,2.5219,-2.993
0.5525,0.107,-3.1301
0.3361,-2.1902,-2.0363
0.5383,-4.1594,-0.5884
0.6876,-5.7645,0.552
0.2596,-6.9563,0.9816
-0.0953,-7.7854,0.7341
-0.2548,-7.6297,0.0209
-0.7353,-6.4242,-0.0098
-0.2695,-5.0417,-0.3564
1.3925,-4.3762,-0.0961
2.048,-3.1959,0.6254
0.2871,-1.9796,0.4441
0.4771,-1.7154,0.8257
0.3986,-1.2442,0.9445
0.116,-0.9744,1.0358
-0.1841,-0.7412,0.6775
-0.1777,-0.4942,0.2932
0.2673,-0.3197,0.2229
0.6048,-0.3428,0.6223
0.577,-0.3431,1.0764
0.5725,-0.1242,1.347
0.6544,0.0928,1.3088
0.7421,0.1471,1.0684
0.6346,0.0691,1.0542
0.5283,0.3292,0.8457
0.5147,0.0961,0.3124
0.3489,0.0564,0.1755
0.0453,0.6777,-0.2219
-0.3112,1.5277,-0.5795
-0.1511,2.0489,-1.07
0.2078,1.482,-1.786
-0.3202,0.3316,-1.031
-1.0968,-0.3301,-0.625
-1.1656,-0.3504,-1.4544
-0.4579,-0.0685,-1.6571
0.3702,0.2275,-0.7021
-0.111,0.9567,0.7331
-1.301,2.439,1.0486
-1.869,4.2859,0.159
-1.388,4.8264,-1.8242
-0.3959,2.854,-2.6634
0.0594,0.4804,-1.441
-0.1182,-0.6016,0.5915
-0.4614,-0.9457,1.9513
-0.4507,-1.1953,2.3251
-0.4678,-1.1848,1.8002
-0.5553,-0.9381,0.8837
-0.8849,-0.9611,0.4121
-1.0609,-1.1581,0.1635
-0.9074,-1.2527,0.0378
-0.5953,-1.0899,-0.0579
-0.3068,-0.9033,-0.2371
-0.0687,-1.1607,-0.3671
-0.0026,-1.6599,-0.1744
0.0338,-2.17,0.5471
-0.1544,-2.3918,1.1079
-0.4333,-2.2724,1.3107
-0.6607,-2.1036,1.1364
-0.8083,-1.969,0.8659
-0.8303,-1.9518,0.7725
-0.8224,-1.8771,0.7054
-0.7081,-1.8447,0.6374
-0.5546,-1.6554,0.4462
-0.5111,-1.436,0.5193
-0.7595,-1.2242,0.8928
-0.9293,-1.0176,1.2275
-0.8319,-0.6616,1.5484
-0.9911,0.571,1.8197
-0.8527,1.7404,0.5833
-0.1786,2.8654,-1.074
0.6246,3.4253,-2.41
0.2267,3.0135,-4.4602
-0.1217,1.4132,-4.7289
0.3977,0.552,-2.2058
0.8899,1.4126,0.484
0.9737,3.0137,2.1544
0.5883,4.0234,2.0942
0.3511,4.3649,0.5457
0.3228,4.2493,-0.9761
0.8213,3.7383,-1.4118
1.0473,2.6645,-0.9401
0.907,1.616,-0.0396
0.6529,0.8278,0.5541
0.5952,0.2618,0.8442
0.4778,-0.1685,0.7337
0.543,-0.6709,0.4231
0.712,-1.1482,0.2428
1.0312,-1.6668,0.2592
1.1156,-2.1716,0.3077
0.9188,-2.6965,0.2713
0.6282,-3.059,0.2669
0.2338,-3.1324,0.1173
0.1381,-3.0934,0.1617
-0.0076,-3.0459,0.158
0.2067,-3.0126,0.0924
0.3898,-2.8454,0.1143
0.6506,-2.8808,-0.1801
0.8352,-2.9344,-0.3412
0.8118,-2.6512,0.0498
0.7175,-2.1262,0.9209
0.6627,-1.6116,1.5492
0.4031,-1.1334,1.8792
0.3776,-0.8388,1.7114
0.5735,-0.6904,1.6804
0.603,-0.2849,1.6938
0.5497,0.9835,1.1316
0.0518,2.4369,-0.0603
-0.129,3.3856,-1.923
-0.2964,3.8254,-2.8335
-0.6045,3.1993,-3.4932
-1.0768,1.3273,-2.978
-1.2772,0.4489,-1.0246
-0.7989,0.9383,-0.1319
0.329,1.7353,0.2165
1.5746,2.6495,0.2375
2.3892,3.6241,-0.4609
2.2877,3.8098,0.2066
1.1466,3.6501,1.0619
-1.5585,3.6446,0.767
-3.4318,3.287,-0.4625
-4.3567,2.0246,-0.6418
-3.7554,0.7063,0.1107
-2.0913,-0.2368,0.8299
-0.4478,-0.8449,1.1647
0.3398,-1.265,0.7721
0.1551,-1.6811,0.022
-0.2604,-1.9005,-0.6031
-0.4473,-1.9088,-1.0997
-0.4072,-2.1062,-0.8955
-0.1965,-2.3164,-0.4797
0.0629,-2.4593,0.0131
0.2028,-2.3977,0.4945
0.1904,-2.429,0.7334
-0.0054,-2.5862,0.8049
-0.1874,-2.7676,0.8552
-0.3885,-2.6672,1.0146
-0.5371,-2.345,0.8469
-0.6465,-2.0618,0.5022
-0.6328,-1.9818,0.4701
-0.6806,-1.9874,0.4277
-0.8881,-1.9647,0.4129
-1.181,-1.941,0.6231
-1.2277,-2.0507,0.7528
-0.9304,-2.1354,0.8599
-0.4835,-1.4333,0.8545
-0.4157,0.0976,0.9132
-0.9896,1.5993,-0.2754
-1.0205,2.3757,-2.4675
0.3387,1.8556,-3.1821
1.2828,1.2568,-2.7787
1.4154,1.7078,-1.9078
1.2893,3.0133,-0.7875
1.0176,4.518,0.2786
0.4057,5.4762,1.0363
-0.1934,5.3335,0.5893
-0.4807,4.4726,-0.4246
-0.5925,3.7835,-0.7379
-0.2779,3.588,-0.1808
0.2115,3.4842,0.4906
0.9272,2.7943,0.5245
1.339,1.7138,0.079
1.5438,0.5497,-0.0201
1.5864,-0.3346,0.3465
1.3682,-0.7758,0.7887
0.8311,-0.958,0.8073
0.524,-1.114,0.4324
0.1981,-1.5037,-0.0638
0.0097,-2.2165,-0.4374
0.0325,-2.8575,-0.2283
-0.0872,-3.3067,0.2373
-0.1464,-3.3903,0.4842
-0.1717,-2.9895,0.4344
0.1743,-2.6407,0.4488
0.5074,-2.5743,0.2758
0.5723,-2.6993,0.2452
0.6355,-2.9506,0.5373
0.3691,-2.5282,1.0238
0.5914,-2.3243,0.8108
0.402,-2.1157,0.6169
0.6002,-2.4531,0.4961
0.121,-2.1478,0.4329
0.4185,-1.97,0.2994
-0.0726,-2.1649,-0.2327
-1.1198,-2.3686,-0.2634
-1.8497,-1.3649,-1.5215
-1.4191,0.3485,-3.1931
-0.7229,1.8663,-3.7106
-0.2476,2.6377,-2.559
-0.6247,3.8021,-1.6198
0.1735,5.6842,-0.9144
1.8219,6.2479,1.2716
2.6282,5.4373,2.4382
1.2207,4.84,1.566
-0.9288,4.2243,0.3906
-1.8581,3.8458,-0.1629
-1.859,3.2794,-0.7177
-1.431,2.5515,-0.7309
-1.0263,1.5245,0.0556
-0.533,0.1687,0.8764
-0.1458,-0.9326,1.2748
-0.1158,-1.8118,0.9591
-0.3039,-2.2406,0.3089
-0.3302,-2.4628,-0.1214
-0.3045,-2.5565,-0.0197
-0.3526,-2.8823,0.3836
-0.2996,-3.0362,0.8845
-0.1705,-3.4833,1.0918
0.2336,-3.8525,1.3697
0.4272,-4.0633,1.3451
0.422,-4.1581,0.9379
0.3404,-4.2587,0.4614
0.2741,-4.1916,-0.0194
0.2735,-3.8743,-0.1303
0.0627,-3.476,-0.2458
-0.1227,-3.1189,-0.1324
-0.2416,-2.5212,0.1804
-0.259,-1.8186,0.4822
0.2528,-0.7073,1.0891
0.1728,1.1559,1.0105
0.0055,2.7118,-0.0224
-0.2608,3.6981,-1.3271
-0.3513,3.2832,-3.2159
-0.1813,2.4912,-4.1139
0.4016,2.5502,-2.2344
0.2813,3.3972,-0.5683
-0.1713,4.1693,0.7876
-0.1908,5.1241,1.5244
0.0284,6.5758,0.8669
0.6485,7.0744,-1.1267
1.4779,5.5213,-2.6031
2.0412,3.6433,-1.3134
1.6125,2.3808,0.4421
-0.4759,2.0009,1.5619
-1.674,1.9417,1.6646
-1.6866,2.0898,0.9476
-0.9745,1.8854,-0.0951
0.3492,1.0176,-0.7652
1.1323,-0.2586,-0.84
1.0168,-1.0523,0.2149
0.5923,-1.6634,0.9696
0.1827,-1.808,0.8218
0.1372,-1.833,0.4802
0.1778,-2.0457,-0.0653
0.136,-2.4604,-0.1873
0.1037,-2.7964,0.1232
0.1389,-2.9987,0.5831
0.2648,-3.1347,1.0056
0.4581,-3.2578,1.163
0.7806,-3.3359,0.951
0.8481,-3.2968,0.6636
0.8214,-3.1432,0.2772
0.8961,-2.9686,0.1498
1.1303,-3.0527,0.4787
1.1072,-3.3526,0.6492
0.7998,-3.673,0.6946
0.2884,-3.6996,0.5894
0.1564,-3.2931,0.0752
0.1668,-2.8733,-0.5904
-0.2134,-2.087,-0.5068
-0.905,-0.1214,-1.5211
-0.748,1.7747,-3.1573
-0.9601,2.5659,-3.8127
-0.7759,2.8428,-3.2566
-0.6822,3.3963,-2.1654
-0.6123,4.4111,-1.1512
-0.6563,4.6645,1.5283
-0.9701,3.9986,3.2028
-1.2135,3.5376,3.4675
-1.2459,4.0193,2.1842
-1.1923,4.3433,0.6752
-1.7021,4.3817,-1.1074
-1.8403,4.7856,-2.115
-1.2705,3.751,-1.8715
-1.3728,1.483,-0.4034
-1.1603,-0.1327,1.3992
-0.3983,-0.8839,2.5796
0.1157,-1.0869,2.4859
-0.0389,-1.3033,1.2885
-0.3004,-1.6226,-0.2882
-0.4923,-1.8988,-1.1613
-0.4999,-2.204,-0.7906
-0.368,-2.5294,0.0602
-0.0761,-2.8377,0.8047
0.1353,-3.0572,1.2742
0.0331,-3.1766,1.2436
-0.1957,-3.2411,1.0332
-0.3992,-3.2572,0.8814
-0.5663,-3.2172,0.7807
-0.5906,-3.285,0.8219
-0.3298,-3.2539,0.746
0.1844,-3.2073,0.6232
0.3,-3.1539,0.3911
0.3881,-3.2247,-0.0472
0.9188,-3.0287,-0.1392
1.1235,-1.9921,-0.5803
0.6599,-0.9517,-1.7473
0.418,0.0906,-2.1909
-0.6234,1.2446,-2.2834
-0.9731,2.8857,-2.6921
-0.5387,4.7396,-2.0822
0.3597,5.9076,-0.6129
1.0249,6.7448,0.8186
0.4932,6.7089,1.266
-0.0421,6.5363,0.4435
-0.1631,5.9812,-0.5436
0.1762,4.8636,-0.9855
0.8253,3.6162,-0.897
1.1166,2.5566,-0.3738
1.0223,1.7038,0.4165
0.7624,0.9248,0.9181
0.4762,0.2043,0.8043
0.4757,-0.4151,0.63
0.9322,-1.0814,0.4717
1.2388,-1.6145,0.2982
1.2548,-2.152,0.3245
1.1308,-2.6244,0.1894
0.9791,-3.0198,0.2823
0.9849,-3.4423,0.653
1.1373,-3.7592,1.3228
1.1088,-3.7249,1.8328
1.043,-3.4019,1.4081
1.0058,-3.0668,0.5944
0.9401,-2.9015,-0.1154
0.9315,-2.8886,-0.2269
0.97,-3.1265,-0.1431
1.0764,-3.3231,0.2059
1.1702,-2.9038,-0.0591
0.8212,-2.6691,-0.63
0.2137,-2.6896,-0.8135
0.0898,-2.2207,-1.476
0.2671,-1.2706,-2.2016
-0.4103,-0.0192,-2.6211
-2.4864,1.1524,-1.6246
-1.7988,3.1918,-1.7748
-0.7906,5.3246,-1.7033
0.8645,6.5265,-0.6837
1.249,6.5165,-0.4895
0.1816,5.6588,-1.557
-0.6753,4.6732,-1.2093
-0.6337,4.094,0.2052
-0.4845,3.8998,0.8009
-0.4559,3.4369,0.4551
-0.3219,2.8659,0.2442
-0.014,2.2541,0.3021
0.1644,1.7622,0.4293
0.4241,1.3214,0.4065
0.8166,0.8832,0.5861
0.9773,0.2848,0.4246
0.8645,-0.288,-0.007
0.8075,-0.8819,-0.1756
0.6962,-1.2481,0.0837
0.768,-1.7472,0.3752
0.7288,-2.2625,0.5247
0.7263,-2.63,0.5626
0.6184,-2.9767,0.3613
0.4769,-3.3448,0.4296
0.5427,-3.6694,0.5748
0.5826,-3.8748,0.796
0.443,-4.0107,0.9171
0.1326,-3.9684,0.7576
-0.1497,-3.7043,0.4074
-0.0573,-3.6201,0.4179
-0.1362,-3.6657,0.5795
-0.1694,-3.5902,0.4375
0.4193,-3.5975,0.6382
0.7558,-3.0062,0.4487
0.4096,-2.2441,-1.1743
1.7857,-1.5993,-1.9342
2.6176,-0.5476,-3.3511
1.8656,1.4572,-4.0939
0.5891,2.8765,-3.5017
0.2927,3.0238,-2.9502
0.3087,3.6532,-0.7661
0.2505,6.1139,1.7615
0.0228,8.3144,0.2683
0.8347,8.3368,-1.3654
1.9835,8.5252,-1.6741
2.3421,9.0851,-1.3654
1.4102,8.3056,-0.8996
1.0095,5.6691,-0.7605
1.1547,3.3419,-0.3863
1.4261,2.1793,0.4954
1.3148,1.6829,0.8489
0.9328,1.095,0.2422
0.7771,0.359,-0.0281
0.9,-0.5176,0.0781
1.1217,-1.557,0.003
1.094,-2.4181,0.2983
0.9968,-3.009,1.0106
0.8885,-3.4112,1.4888
0.8286,-3.5577,1.3172
0.8111,-3.4803,1.1073
0.733,-3.2297,1.3074
0.8023,-2.9618,1.5374
0.9284,-2.6891,1.3763
1.2045,-2.4365,1.3924
1.338,-2.19,1.6263
1.1302,-1.8938,1.7553
0.8336,-1.4383,1.6197
0.6866,-1.0163,1.6114
0.5984,-0.6758,1.6185
0.6392,-0.3325,1.48
0.6933,-0.2736,1.5178
0.9315,-0.1836,0.9267
1.4536,0.5632,-0.379
1.7418,0.7965,-1.7426
1.3724,-0.0406,-2.8556
0.631,-1.1437,-3.3377
0.1911,-1.4861,-3.3429
0.6042,-0.2712,-3.3746
1.2994,1.7632,-2.4813
1.3166,3.6252,-2.0888
1.8233,4.8485,-1.9406
2.1843,5.3173,-1.6148
1.6558,5.1419,-1.6679
0.633,4.3826,-1.7562
-0.0236,3.5614,-1.5084
0.6857,2.9758,-1.0873
1.4752,2.616,-0.6366
1.751,2.3005,-0.6456
1.5044,1.7439,-0.8675
1.0274,0.9549,-0.832
0.7841,-0.0456,-0.6204
0.7542,-0.9375,0.0236
0.672,-1.6815,0.5375
0.5445,-2.2214,0.7292
0.252,-2.4324,0.6645
0.0306,-2.3463,0.5635
-0.1134,-2.1681,0.4393
-0.0198,-2.1757,0.2593
0.4176,-2.2277,0.6569
0.5311,-2.2494,0.9319
0.5549,-2.0922,1.0249
0.6003,-1.8083,0.9053
0.6449,-1.3618,0.8633
0.6828,-1.0351,1.0286
0.6321,-0.7338,1.1163
0.4634,-0.591,0.6961
0.2622,-0.3651,0.1918
0.2255,-0.2413,0.4773
0.1738,-0.2494,0.6534
0.2965,-0.2529,0.923
0.2318,-0.1032,0.9796
-0.0385,0.108,0.6207
-0.2198,-0.0081,0.6913
0.2473,-0.8063,1.3198
1.3588,-1.4554,0.7574
2.7358,-1.378,-1.07
3.4351,-0.7921,-3.1173
2.6448,-0.6199,-5.3664
2.0926,0.2982,-7.8061
2.7247,1.6465,-6.5544
2.9308,2.9219,-1.7267
1.2215,4.1635,1.1164
-1.1767,4.5775,0.796
-2.9184,3.6031,-1.6671
-1.9586,2.4031,-2.928
0.0949,1.8741,-2.6706
1.0337,1.598,-1.6984
0.5989,0.7976,-0.6097
-0.0075,-0.2799,-0.2286
-0.2453,-1.004,-0.1754
-0.2301,-1.5137,-0.3138
0.111,-2.005,-0.1833
0.3731,-2.5153,0.0581
0.5337,-2.8499,0.132
0.438,-3.0106,-0.0816
0.2507,-3.0198,-0.3604
0.2767,-3.0276,-0.518
0.3238,-3.2009,-0.3854
0.2314,-3.3945,-0.214
0.1718,-3.3411,0.0433
0.1527,-3.0219,0.3269
0.0754,-2.7619,0.485
-0.1948,-2.6821,0.4583
-0.047,-2.878,0.5189
0.2043,-3.1826,0.6893
0.283,-3.1338,0.9192
0.2338,-2.5834,1.235
0.2599,-1.8332,1.3433
0.3965,-0.9304,1.3284
0.5757,0.0535,1.0812
0.8616,0.769,0.6347
1.1608,1.0589,-0.0291
1.4034,0.9618,-0.0942
1.602,1.091,0.1542
1.7077,1.2945,0.1621
1.3208,1.6822,0.0217
0.759,2.2519,-0.066
0.4782,2.8416,-0.8061
0.3853,3.0776,-1.6289
0.0974,2.5755,-1.693
-0.2952,2.1737,-0.9614
-0.6105,2.0802,-0.4492
-0.4754,2.0749,-0.5087
0.0117,2.0195,-0.4346
0.2847,1.9328,-0.6177
0.0561,1.7485,-0.9966
-0.578,1.768,-0.838
-0.887,2.0557,-0.5558
-0.916,2.2909,-0.4402
-0.9139,2.0117,-0.2022
-1.0587,1.3976,-0.0894
-1.136,0.5681,-0.1376
-0.8634,-0.1314,-0.1966
-0.5175,-0.7297,-0.1941
-0.3795,-1.3629,-0.2075
-0.3057,-2.0332,-0.1594
0.0716,-2.5073,-0.0594
0.1701,-2.8072,-0.1478
0.2559,-3.1767,0.0291
0.034,-0.2357,-0.0693
0.0045,-0.2163,0.0122
0.0182,-0.2168,0.0219
0.0083,-0.2089,-0.0121
0.0222,-0.2248,-0.0161
0.0357,-0.2215,-0.0302
0.068,-0.1941,-0.03
0.1055,-0.1941,-0.0108
0.1052,-0.19,-0.0011
0.1006,-0.1861,-0.001
0.082,-0.1874,0.0135
0.0537,-0.1707,-0.0156
0.0537,-0.201,0.0038
0.0491,-0.1981,-0.0007
0.0591,-0.238,0.0193
0.1127,-0.1696,-0.1582
0.0939,-0.1735,-0.0433
0.0116,-0.2147,0.0385
0.0917,-0.215,-0.0333
0.0622,-0.1853,-0.0532
-0.0007,-0.1069,0.0609
0.0136,-0.1341,0.0757
0.0898,-0.1723,0.0285
0.0887,-0.2073,-0.0145
0.0403,-0.1948,-0.0867
0.0303,-0.2237,-0.0909
0.0107,-0.2226,0.0096
0.0053,-0.2512,0.0624
0.0188,-0.2149,0.0626
0.023,-0.1944,0.005
0.0226,-0.1539,-0.0426
0.0652,-0.1734,-0.0185
0.0364,-0.179,-0.0232
0.0321,-0.185,0.0104
0.0133,-0.1389,0.0101
0.0763,-0.1839,0.0445
0.0827,-0.1924,-0.1084
0.0601,-0.1884,-0.1227
0.0702,-0.1584,0.0112
0.0749,-0.1813,0.1022
0.0836,-0.1699,0.0786
0.064,-0.1741,0.0265
0.0505,-0.1586,-0.0402
0.0319,-0.1698,-0.0687
0.0418,-0.1848,-0.0542
0.0565,-0.2184,-0.02
0.0425,-0.2054,-0.0205
0.0334,-0.1884,-0.0442
0.0341,-0.1743,-0.025
0.0253,-0.1658,-0.0255
0.0315,-0.1559,-0.0016
0.033,-0.1561,0.0128
0.0249,-0.1569,0.032
0.0262,-0.1539,0.0418
0.0562,-0.1755,0.0092
0.0528,-0.1689,-0.0144
0.0547,-0.177,-0.0475
0.0417,-0.1648,-0.0622
0.0524,-0.1757,-0.0477
0.0478,-0.1614,-0.0093
0.0339,-0.1623,0.0195
0.0389,-0.1874,0.0149
0.0151,-0.1986,0.0007
0.069,-0.211,-0.0893
0.1237,-0.1411,-0.3246
0.0365,-0.1396,-0.0666
0.0741,-0.1822,-0.0188
0.0974,-0.1834,-0.1726
0.0346,-0.1148,-0.2131
-0.0187,-0.1002,-0.0611
0.0191,-0.1185,-0.0666
0.0474,-0.1801,-0.0626
0.0466,-0.2042,-0.0158
0.0318,-0.1723,-0.0553
0.0357,-0.1626,-0.0564
0.0963,-0.219,-0.0182
0.0467,-0.2096,0.0908
0.0704,-0.2227,0.1285
0.0567,-0.1777,0.0892
0.0328,-0.1339,-0.0265
0.0322,-0.1167,-0.0605
0.0172,-0.1449,-0.0419
0.0122,-0.1446,0.0347
0.0212,-0.1504,0.0918
0.0943,-0.1784,0.0588
0.0758,-0.1552,-0.0855
0.0431,-0.101,-0.1391
0.0048,-0.1341,-0.0295
0.022,-0.1574,0.0807
0.0544,-0.1792,0.0565
0.039,-0.1742,0.0421
0.0242,-0.1453,-0.001
0.0335,-0.15,-0.0203
0.0523,-0.1634,-0.0491
0.0565,-0.1714,-0.078
0.0463,-0.1645,-0.0543
0.0411,-0.1571,-0.0355
0.0504,-0.1491,-0.0023
0.0548,-0.1418,0.0118
0.0545,-0.1401,-0.0268
0.0305,-0.123,-0.0565
0.0303,-0.1334,0.0012
0.0541,-0.1689,0.0152
0.0492,-0.1625,-0.0041
0.0541,-0.1474,-0.0618
0.0349,-0.1122,-0.1153
0.0203,-0.1317,-0.0338
0.025,-0.1514,0.0424
0.0297,-0.163,0.0954
0.0344,-0.153,0.0325
0.0201,-0.1336,-0.0443
0.045,-0.165,-0.0008
0.1133,-0.135,-0.0494
0.0619,-0.1424,0.0318
-0.0043,-0.142,0.0077
0.078,-0.1509,-0.1361
0.097,-0.1195,-0.1461
0.0144,-0.0849,0.0347
0.0045,-0.0807,0.0918
0.0428,-0.1121,0.0634
0.052,-0.1554,0.0113
0.0516,-0.1372,-0.109
0.028,-0.1311,-0.1523
0.008,-0.1501,-0.0187
0.0361,-0.1937,0.1306
0.0404,-0.1931,0.1642
0.0398,-0.1437,0.1256
0.0297,-0.0954,0.0584
0.0389,-0.0903,0.0158
0.0433,-0.1033,-0.0125
0.0524,-0.1216,-0.0744
0.0185,-0.0951,-0.0885
0.0139,-0.1107,0.0314
0.0483,-0.1617,0.0325
0.0254,-0.1392,-0.1208
-0.0024,-0.1175,-0.0104
0.0019,-0.1045,0.0857
0.0246,-0.1037,0.091
0.0433,-0.1239,0.0246
0.0429,-0.1009,-0.037
0.0384,-0.1385,-0.0365
0.034,-0.147,-0.0217
0.0392,-0.156,-0.0356
0.0438,-0.146,-0.0398
0.0671,-0.1261,-0.0303
0.0522,-0.1388,0.0186
0.0519,-0.1234,0.0185
0.0514,-0.1084,-0.0194
0.0418,-0.1111,-0.043
0.0515,-0.1282,-0.0235
0.0279,-0.1312,-0.0279
0.0328,-0.12,-0.0275
0.0278,-0.104,-0.0223
0.0194,-0.1077,-0.0465
0.0248,-0.1152,-0.0599
0.0201,-0.1215,-0.0166
0.0207,-0.1237,0.0124
0.016,-0.1407,0.0176
0.0065,-0.1295,-0.006
0.0071,-0.1373,-0.0391
0.0225,-0.1643,-0.0196
0.0863,-0.097,-0.2257
0.034,-0.0759,-0.0008
0.024,-0.1133,0.0428
0.0903,-0.1465,-0.0769
0.0414,-0.0979,-0.0633
0.0024,-0.0425,0.1041
0.0308,-0.0666,0.0706
0.0598,-0.1159,-0.0244
0.0549,-0.1509,-0.0818
0.0261,-0.1467,-0.1104
0.0019,-0.151,-0.0578
0.0156,-0.1541,0.0427
0.0205,-0.1457,0.0716
0.011,-0.1342,0.0576
0.0257,-0.1336,0.0341
0.0216,-0.1134,-0.0523
0.0368,-0.0917,-0.1096
0.0325,-0.0722,-0.1383
0.0274,-0.0939,-0.0715
0.0275,-0.1014,0.0193
0.0424,-0.1482,0.1156
0.0436,-0.1426,-0.0565
0.0252,-0.0917,-0.2246
0.0113,-0.07,-0.192
0.0197,-0.0834,-0.0675
0.0337,-0.1507,-0.0195
0.0142,-0.1438,-0.0582
-0.0044,-0.079,-0.1502
-0.0041,-0.088,-0.0598
0.0252,-0.135,0.0264
0.0502,-0.1611,0.0458
0.0404,-0.1128,0.0259
0.0401,-0.0831,-0.0317
0.0354,-0.0864,-0.0415
0.0302,-0.1066,-0.0467
0.0393,-0.1129,0.0056
0.0405,-0.1247,0.0052
0.0218,-0.1033,-0.0333
0.0071,-0.0961,-0.0241
0.0219,-0.1176,-0.0148
0.0317,-0.1156,-0.0342
0.0324,-0.0945,-0.0345
0.0232,-0.0737,-0.0497
0.0227,-0.0703,-0.0351
0.0179,-0.0913,-0.002
0.0329,-0.1314,0.0367
0.014,-0.1308,0.0024
0.0194,-0.125,-0.0265
0.0632,-0.072,-0.1656
0.0251,-0.0673,-0.0655
0.0149,-0.1141,0.0153
0.0901,-0.1444,-0.0611
0.0747,-0.0921,-0.0814
0.0019,-0.0434,0.0521
0.0062,-0.03,0.0414
0.0394,-0.069,-0.0016
0.0433,-0.1185,-0.0349
0.0237,-0.1347,-0.0974
0.009,-0.1355,-0.1027
-0.001,-0.13,-0.0171
0.0128,-0.1259,0.0351
0.0216,-0.1137,0.03
0.0065,-0.0833,-0.0426
0.0103,-0.0752,-0.0759
0.0238,-0.0756,-0.0381
0.0473,-0.1042,0.0099
0.0376,-0.101,0.0047
0.0233,-0.0655,0.023
0.0032,-0.0828,0.0899
0.0519,-0.1315,0.0427
0.0334,-0.0771,-0.2116
-0.0004,-0.0498,-0.1311
0.0183,-0.0588,-0.0257
0.0359,-0.092,0.0415
0.034,-0.114,0.0892
0.0428,-0.1044,0.0557
0.0377,-0.0912,0.0319
0.0233,-0.0827,0.0027
0.0134,-0.0891,-0.0547
0.0177,-0.0848,-0.0354
0.0269,-0.0849,0.0131
0.0365,-0.0715,0.0462
0.0367,-0.0678,0.0655
0.0271,-0.0844,0.0759
0.0179,-0.1023,0.0811
0.0087,-0.0932,0.0236
0.0279,-0.0603,-0.0189
0.0278,-0.0787,-0.0424
0.0516,-0.0867,-0.0612
0.0184,-0.0992,-0.0369
0.0143,-0.0782,-0.0366
0.0198,-0.0719,-0.0123
0.0247,-0.0508,0.0211
0.0059,-0.0497,0.0215
0.0115,-0.0637,0.0124
0.026,-0.082,-0.0488
0.0219,-0.1097,-0.0149
0.052,-0.1036,-0.0144
0.0535,-0.08,-0.048
0.006,-0.0838,0.0339
0.0107,-0.0884,0.0775
0.0968,-0.103,0.0405
0.0382,-0.0649,0.0932
-0.0242,-0.0126,0.2561
0.0103,-0.0272,0.2717
0.0555,-0.0932,0.1542
0.0291,-0.1271,0.1464
-0.0261,-0.153,0.2011
-0.0484,-0.1609,0.2752
-0.0123,-0.1276,0.3491
0.014,-0.1032,0.3809
-0.0362,-0.0871,0.2832
-0.0531,-0.052,0.0269
-0.0326,0.0083,-0.2248
-0.0331,0.0164,-0.1273
