ax (m/s^2),ay (m/s^2),az (m/s^2)
-0.8131,-3.5706,-1.0574
-1.1732,-3.9925,-1.6752
-1.1323,-4.5494,-1.3824
-1.5463,-4.9103,-0.1172
-0.809,-5.5777,1.0828
-1.6998,-5.0629,0.8386
-1.3846,-3.9341,1.8192
-0.7233,-2.4284,3.3557
-1.4097,-0.7858,3.7607
-2.351,0.6791,2.2424
-2.7873,1.5984,0.3273
-1.9825,1.9264,-0.8023
-0.2165,2.0435,0.1835
0.2424,2.569,1.5011
0.1754,3.2488,0.1202
0.4624,3.7242,-1.9032
-0.0537,4.2517,-3.6945
1.0698,6.9722,-3.799
4.1659,9.1624,1.6219
4.3061,8.0652,-2.0294
2.3589,5.359,-0.4664
-0.8322,3.4809,1.4964
-4.2766,3.1798,1.4448
-4.1269,2.6021,2.5349
-1.5334,1.2702,3.3809
0.7477,-0.1864,1.7372
1.9808,-1.4954,-0.2816
2.5724,-2.4915,-0.9656
2.5683,-3.3706,-1.1598
2.2937,-4.1,-0.2841
1.7714,-4.2842,0.8165
1.6446,-4.3277,1.4087
0.8237,-4.2742,1.3026
0.4764,-4.5238,0.5871
-0.5239,-4.1156,-0.0231
-0.7891,-3.7448,-0.8902
0.0833,-3.5134,-1.3443
1.5188,-3.4656,-1.1375
3.4504,-3.7365,-0.0423
4.848,-4.0374,0.7335
4.577,-3.8832,1.4549
2.3064,-3.3114,1.7472
0.8796,-2.0921,1.7498
1.4218,-1.1873,1.2792
1.7525,-0.4708,1.005
0.9469,0.3549,-0.3559
0.6567,1.2126,-2.117
-0.0884,2.0409,-5.6335
-2.2356,2.4716,-7.0253
-3.3071,2.2623,-4.3574
-4.0703,2.9563,0.1429
-4.0562,5.9289,1.6099
-4.7039,11.711,4.7933
-0.3344,13.2794,5.8137
3.6364,10.7756,-1.0692
4.9736,6.5759,-0.7875
4.8529,3.1068,1.1638
3.2688,0.2183,2.5171
1.6431,-1.4666,1.9954
0.9951,-2.328,0.1618
0.2001,-3.1666,-0.7487
-1.5464,-3.6879,-1.8221
-3.2239,-3.6327,-1.8597
-1.5407,-4.5623,-1.6955
-0.6872,-4.6847,-1.5975
0.3009,-4.8218,-1.4707
0.8135,-4.6663,-0.8973
0.9997,-4.3291,0.6205
-0.4567,-3.9603,1.0289
-1.6027,-3.4654,0.2799
-2.0199,-2.7569,-0.1613
-2.3045,-2.1122,-0.3232
-2.6869,-1.5402,-0.7485
-3.396,-0.8027,-0.1058
-2.9068,-1.0766,0.5606
-2.1864,-1.7644,1.3012
-1.5432,-3.0062,1.2661
-2.0464,-3.185,0.7858
-0.7365,-1.5651,1.0478
0.4625,1.3771,2.4139
1.8093,5.5799,-2.0147
5.8428,9.2393,-6.6206
7.1188,9.4013,-8.2637
7.9932,9.3754,-5.5514
7.3377,9.4596,3.4257
6.2559,8.7506,4.3144
0.2831,7.4345,1.3937
-4.2201,5.0267,1.0137
-5.9046,3.4649,-0.2853
-4.3697,2.1574,-0.6621
0.3507,0.828,0.9512
4.0138,0.1637,1.4064
5.4032,-0.6275,0.5499
4.8616,-1.5975,-0.0213
3.6085,-2.9573,-0.3626
2.2552,-3.7922,-0.6283
1.3551,-4.3032,-0.5225
1.1313,-4.5744,-0.0341
1.5021,-4.4005,0.443
2.2431,-3.6613,0.4547
2.7722,-2.8432,0.2145
2.8088,-2.3086,-0.2398
2.6413,-2.017,-0.727
2.5366,-1.8143,-0.3726
2.264,-1.4862,0.2203
1.4908,-0.9164,0.7553
1.0368,-0.2081,0.9858
1.4101,0.4555,1.2931
1.5797,1.0249,0.9856
0.591,1.2887,0.817
-0.2458,0.93,0.1614
-0.0117,0.2401,-0.1725
-0.468,0.3306,0.7034
-1.9399,4.504,-1.1629
-0.551,9.4156,-0.6092
5.2905,8.2656,-5.5465
8.0129,2.0648,-9.9619
4.3429,-2.1208,-4.9347
0.8694,-4.8827,1.1469
-0.9839,-4.9881,4.6555
0.0203,-2.5223,4.8071
2.1308,1.4838,1.3792
3.811,4.8488,-3.4112
4.2284,5.2073,-7.4764
2.8178,3.1397,-6.2815
1.5633,0.6487,-2.846
0.774,-1.3355,-1.0048
0.6272,-2.4658,-0.6275
-0.5947,-2.0344,-1.1853
1.1292,-1.7706,-0.5822
1.7427,-1.1199,-1.1194
1.8587,-0.7761,-1.7329
0.5041,-0.3596,-2.0609
-1.0966,-0.1011,-1.2289
-1.9269,-0.5098,-0.2193
-2.3518,-0.9145,-0.1404
-2.6032,-1.1693,-0.4854
-2.6424,-1.0759,-0.3244
-2.3528,-0.6815,-0.0853
-1.4747,-0.293,0.4938
-0.6547,-0.3565,0.761
-0.0742,-0.5226,1.0115
0.5372,-0.7425,1.1463
0.5708,-0.806,0.7725
0.03,-0.8041,0.9351
-0.0887,-1.0636,0.8852
-1.4041,0.0882,1.1175
-1.1264,1.0392,1.4129
0.1622,0.9811,1.7574
-0.0037,0.9474,1.8387
-0.5125,1.2396,1.5226
-0.3924,2.2496,0.547
0.5242,4.9275,2.8498
1.6355,5.1841,0.9041
2.174,3.8368,-4.3076
2.4877,2.2703,-4.3348
4.941,-0.1394,-1.744
5.7543,-2.14,-1.1035
4.18,-3.2888,-2.418
0.2242,-2.3057,-3.0234
-2.819,-0.1784,-0.4422
-0.2309,0.502,-1.8717
-0.2214,0.8106,-1.5457
-0.1799,0.5447,-0.7373
-0.0429,0.0698,-0.3023
-0.0039,-0.182,0.1962
-0.0033,-0.2412,0.7072
0.0137,-0.2017,1.0366
0.0122,-0.1268,0.9974
-0.0045,-0.0714,0.5661
0.0397,-0.0709,-0.1227
0.1305,0.0244,-0.6108
0.2229,0.0586,-0.9706
0.1107,0.1256,-0.824
-0.0225,0.0345,-0.2546
-0.0521,-0.0624,0.0376
-0.0452,-0.0739,0.0469
0.0329,-0.0835,0.2008
0.0693,-0.0204,0.3112
-0.0152,0.0396,0.0711
-0.3573,0.0318,0.382
-0.5206,0.0533,0.684
-0.4993,0.2911,0.0946
-0.2481,0.6737,-0.6538
0.2342,0.8604,-0.6185
1.0706,0.6582,-0.2639
0.2929,-0.0294,0.0928
0.1881,-0.4339,0.2236
0.0505,-0.5608,0.3422
0.1604,-0.394,0.0725
0.1756,-0.1769,0.0616
0.2186,-0.3437,-0.2431
0.1413,-0.4598,-0.5204
0.2312,-0.3054,-0.6168
0.3163,-0.0438,-0.4567
0.3781,0.0769,0.0774
0.2197,-0.2505,0.0346
0.0574,-0.3895,-0.1778
-0.0286,-0.2476,-0.0902
0.0703,-0.0285,0.1173
0.1962,0.0879,0.6569
-0.0054,-0.1361,0.6474
-0.0201,-0.4378,0.1408
-0.296,-0.2615,-0.1071
-0.2151,0.1845,-0.1924
-0.0211,0.5778,-0.0518
0.008,0.4695,-0.0937
-0.2441,0.211,-0.3565
-0.4084,0.101,-0.5189
-0.3169,0.2958,-0.4392
-0.0437,0.5128,-0.0434
0.2174,0.3826,0.2064
0.3674,0.2024,0.2396
0.3702,0.0114,0.1288
0.3484,-0.1238,0.228
0.4231,-0.3004,0.3907
0.4272,-0.4692,0.1083
0.2097,-0.3408,-0.2589
-0.048,-0.2372,-0.3574
-0.4068,-0.3587,-0.5074
-0.6737,-0.3964,-0.691
-0.5578,-0.3075,-0.5481
-0.0051,-0.0133,-0.3241
0.5752,0.4145,-0.1584
0.865,0.6962,-0.0594
0.8846,0.7519,0.2843
0.5276,0.6095,0.5896
-0.0673,0.181,0.7712
-0.6812,-0.3193,0.9878
-0.9149,-0.5209,0.882
-0.5828,-0.5412,0.3182
-0.2418,-0.4923,-0.3274
-0.0409,-0.3264,-0.8545
0.009,-0.0374,-1.2485
0.0663,0.1718,-1.158
-0.1268,0.3062,-0.7759
-0.1825,0.2326,-0.3823
-0.1302,0.0795,0.031
0.0111,0.0443,0.5013
0.2017,0.1102,0.8267
0.3023,0.1952,0.8446
0.2641,0.205,0.7962
0.1356,0.025,0.6529
0.012,-0.1033,0.4428
-0.0219,-0.272,0.138
-0.0378,-0.4254,-0.3012
-0.0197,-0.4863,-0.4773
-0.1119,-0.5985,-0.5952
-0.2153,-0.628,-0.7285
0.0728,-0.4232,-0.9054
0.4808,-0.0469,-0.9786
0.6163,0.4689,-0.5079
0.3813,0.7604,0.126
0.1296,0.6496,0.4895
-0.0043,0.3531,0.7834
-0.2187,0.1818,0.783
-0.4076,0.1261,0.4614
-0.5112,0.0975,0.2355
-0.4244,0.0543,-0.0463
-0.2514,0.004,-0.5049
-0.1341,-0.0363,-0.7582
-0.0427,-0.0321,-0.7095
0.0307,0.0056,-0.518
0.1631,-0.0012,-0.2444
0.1702,-0.0338,0.1349
0.0203,-0.0764,0.3884
-0.1775,-0.1122,0.5023
-0.2466,-0.1158,0.497
-0.1573,-0.1754,0.2814
-0.0528,-0.1629,0.0657
0.1235,-0.1474,-0.2464
0.2253,-0.1278,-0.299
0.6568,-0.3434,0.0013
0.1246,-0.3421,0.393
-0.4055,-0.1846,0.3336
-0.1004,-0.1595,-0.1118
0.0614,-0.0762,-0.0548
0.0884,0.011,-0.1085
0.1772,0.0407,-0.0992
0.1072,0.0834,-0.0805
-0.0852,0.1907,0.0192
-0.2373,0.2132,0.1674
-0.2853,0.1649,0.1968
-0.1129,0.0793,0.2314
0.0096,0.0615,0.1504
-0.0558,0.1635,-0.0424
-0.1739,0.2121,-0.125
-0.2964,0.0709,-0.1388
-0.2555,-0.1204,-0.1994
-0.3348,-0.0751,0.217
-0.5077,-0.0364,0.11
-0.5178,-0.042,-0.0006
-0.2286,-0.0431,-0.1912
0.2854,-0.1201,-0.026
0.5203,-0.1554,-0.1637
0.3136,-0.0209,0.05
0.0847,0.0832,0.2451
-0.0464,0.1846,0.0327
-0.0953,0.1925,-0.1117
0.093,0.0192,-0.3299
0.3557,-0.0712,-0.223
0.3619,0.0733,0.0487
0.283,0.1624,0.0668
0.2764,0.2065,-0.0868
0.2888,0.1418,-0.3253
0.3552,-0.1364,-0.653
0.5096,-0.2254,-0.4405
0.4659,-0.0844,0.1002
0.1738,0.1148,0.1608
-0.0464,0.0572,0.2516
-0.0523,-0.015,0.123
0.0477,0.0764,0.0649
0.0464,-0.0157,0.2527
-0.1995,-0.0545,0.2137
-0.3047,-0.0562,-0.1698
-0.2442,-0.1815,-0.2451
-0.167,-0.1645,-0.1251
-0.0934,-0.0769,-0.1969
-0.2135,0.0249,-0.2892
-0.2029,0.0279,-0.0778
-0.3752,0.0125,0.0795
-0.3668,0.1001,0.1315
-0.2776,0.0643,0.2086
-0.2551,0.0179,0.2714
-0.2505,-0.0761,0.2863
-0.1779,-0.143,0.2157
-0.0912,-0.0902,0.1674
0.0918,0.0059,0.0093
0.2636,0.0422,-0.1339
0.3272,0.0427,-0.1663
0.3255,0.0415,-0.2143
0.2943,0.0266,-0.2333
0.1996,-0.0002,-0.1665
0.0843,-0.0046,-0.1286
0.009,-0.0209,-0.0286
-0.0106,-0.0181,0.0814
-0.0088,0.0022,0.0612
-0.1317,0.0541,-0.0355
0.1426,0.0933,-0.0208
-0.0139,0.102,0.0312
0.0435,0.0266,0.003
-0.0551,-0.0363,-0.0013
-0.1521,-0.0425,-0.0882
-0.1613,-0.1548,-0.0011
-0.2093,-0.1954,0.1428
-0.2005,-0.1739,0.0941
-0.0843,-0.1181,-0.0399
0.04,-0.0483,-0.3036
0.133,0.0276,-0.4954
0.1371,0.0836,-0.4047
0.2598,0.1119,-0.3128
0.358,0.1807,-0.2364
0.4149,0.1891,0.0086
0.3454,0.15,0.3538
0.2783,0.0672,0.5266
0.137,0.0397,0.4111
-0.1842,0.1201,0.2082
0.3811,-0.2378,-0.0267
0.3442,-0.2098,-0.4244
0.2622,-0.1219,-0.5112
0.0434,-0.0916,-0.215
-0.1277,-0.0488,-0.1288
-0.5305,0.2207,-0.2139
-0.0348,-0.0681,-0.0612
-0.0732,-0.1098,0.1166
-0.1486,-0.0409,0.1355
-0.2606,0.032,0.3024
-0.2572,0.029,0.212
-0.2357,0.0208,0.0786
-0.214,0.0251,-0.0029
-0.1788,-0.01,-0.0403
-0.1578,-0.0334,-0.1311
-0.1028,-0.0453,-0.1592
-0.0472,-0.004,-0.0879
0.0145,-0.0398,-0.044
0.0316,-0.0539,-0.0719
0.0341,-0.0151,-0.0963
0.0644,0.01,-0.0051
0.0749,0.0286,0.0329
0.07,-0.0165,0.0242
0.0742,-0.0196,-0.0472
0.0753,0.0076,-0.1577
0.0867,0.0344,-0.1145
0.0848,0.0596,-0.0619
0.0926,0.038,-0.0094
0.0719,0.0197,0.048
0.0368,-0.005,-0.0136
0.0553,-0.0211,-0.0758
0.0638,-0.0322,-0.0757
0.0731,-0.0198,-0.0756
0.1033,0.0018,-0.0904
0.0618,0.009,-0.1094
0.0261,0.009,-0.0758
-0.0331,-0.0003,0.0104
-0.1027,-0.0472,0.0488
-0.1358,-0.0618,0.0248
-0.1369,-0.0467,-0.0136
-0.1198,-0.0321,-0.0711
-0.0741,-0.0071,-0.0712
-0.0617,-0.0154,0.0149
-0.0402,-0.0738,0.0203
-0.0375,-0.0532,-0.0663
-0.0441,-0.0071,0.0343
-0.0458,-0.0204,-0.0182
0.0064,0.0103,-0.2719
-0.0915,0.0589,-0.0286
-0.0493,-0.0207,0.1589
0.0314,-0.02,-0.0232
0.1229,0.0002,-0.1958
0.1105,0.0824,-0.0196
0.1145,0.0882,0.0567
0.0721,0.0824,0.0516
0.079,0.0164,0.0378
0.087,-0.0325,-0.0045
0.0651,-0.0428,0.0195
0.0679,-0.03,0.034
0.0646,-0.0419,0.015
0.0184,-0.0388,-0.0285
-0.0289,-0.0211,-0.0428
-0.0289,-0.026,-0.0428
-0.0916,-0.0161,-0.0147
-0.1254,0.0033,0.0188
-0.117,-0.0009,0.0858
-0.0792,0.0358,0.1817
-0.0834,0.0073,0.3018
-0.0659,-0.0413,0.3031
0.0214,-0.0514,0.0168
0.0802,0.0084,-0.3182
0.0939,0.1005,-0.4149
0.1339,0.1088,-0.3337
0.1043,0.0475,-0.1418
0.0787,-0.0323,-0.0498
0.0197,-0.0811,-0.0258
-0.0293,-0.0648,0.075
-0.0459,-0.0113,0.1369
-0.0249,0.0207,0.0696
-0.0085,0.0144,-0.045
0.0224,0.0067,-0.1358
0.0313,0.0109,-0.1358
0.0325,0.0113,-0.0831
0.0253,0.0116,-0.0106
0.0425,-0.0228,0.0182
0.0016,-0.0253,-0.0247
-0.0066,0.0067,-0.0491
0.023,0.0124,-0.0156
0.0574,-0.0258,-0.0054
0.0409,-0.0227,-0.01
0.0539,0.0031,0.0328
0.0661,-0.0209,0.1056
0.0014,0.0047,0.0913
-0.0312,0.0216,0.0816
-0.0998,0.0013,0.2161
-0.0922,-0.0263,0.0736
-0.0453,0.0041,-0.3049
-0.0789,-0.0091,-0.1469
-0.051,-0.0456,0.026
-0.0169,-0.0636,-0.1605
0.0144,0.0008,-0.319
0.035,0.0806,-0.1186
0.0061,0.0747,0.0255
-0.0133,0.0227,0.0739
0.0007,-0.0139,0.055
0.0491,-0.0148,0.0315
0.0634,-0.0158,-0.0112
0.0678,-0.0111,-0.0348
0.0523,0.0042,-0.0297
0.0462,0.0015,-0.0583
0.0259,-0.0249,-0.0437
0.0104,-0.0416,0.0187
-0.0239,-0.0464,-0.0193
-0.0289,-0.0365,-0.062
-0.0289,-0.0161,-0.0336
-0.0198,0.0135,0.0146
-0.0105,-0.0195,0.0533
-0.001,-0.0309,0.0784
-0.0147,-0.0153,-0.0461
-0.0322,0.0207,-0.1276
-0.0255,0.052,-0.089
-0.0005,0.0555,-0.0218
0.0276,0.0548,0.0693
0.0065,-0.0207,0.0462
-0.0329,-0.0318,-0.0731
-0.0043,-0.0455,-0.1015
0.0094,-0.0152,-0.0198
0.0042,-0.0151,-0.0146
-0.016,-0.0208,-0.0626
0.0017,-0.0201,-0.1102
0.0187,-0.0035,-0.1196
0.0365,-0.014,-0.1046
0.0307,-0.0047,-0.0573
0.002,0.0142,-0.0237
0.0064,-0.0001,-0.0285
0.0108,-0.0007,0.0147
0.044,-0.0019,-0.023
0.0536,0.0053,-0.0569
0.0492,-0.0105,-0.0706
0.0015,-0.0115,-0.0375
-0.0421,-0.0122,-0.0519
-0.0534,0.0117,-0.0184
-0.0657,0.0029,0.0199
-0.059,-0.007,0.0199
-0.0465,-0.0271,0.0008
-0.0178,-0.0148,-0.0422
0.0169,0.003,-0.0421
0.0228,0.0261,0.006
0.0183,0.019,-0.0466
0.0757,0.0035,-0.1327
0.0839,0.0108,-0.0179
0.0832,-0.0216,0.0592
0.0941,-0.0338,-0.1897
0.0193,-0.027,-0.085
-0.0421,-0.0384,0.1501
-0.0279,-0.0182,-0.0466
0.0144,0.0283,-0.1957
0.0071,0.0676,0.0146
-0.0544,0.0536,0.1866
-0.0582,-0.003,0.1152
-0.0695,-0.0343,-0.0044
-0.0312,-0.0243,-0.095
-0.0244,-0.037,-0.1283
-0.0369,-0.0231,-0.1617
0.0074,-0.0358,-0.1523
0.0418,-0.0266,-0.1424
0.0615,-0.0169,-0.1237
0.0522,-0.0109,-0.0236
0.0531,-0.0153,0.0335
0.0496,0.0025,0.0236
0.0273,0.0288,0.0036
0.0145,0.0362,0.0274
0.0107,0.0041,0.0039
0.0165,-0.029,-0.0392
-0.0247,-0.0339,-0.0823
-0.0279,-0.004,-0.174
-0.0314,0.0209,-0.069
-0.0069,0.037,0.0502
0.002,0.037,0.1313
-0.0221,-0.0289,0.1941
-0.0376,-0.0753,0.0655
-0.0377,-0.0402,-0.0881
-0.0004,0.0078,-0.0888
0.0189,0.0281,-0.0601
0.0296,0.0009,-0.0788
0.0351,-0.0254,-0.0789
0.0257,-0.0326,-0.0456
0.0103,-0.0206,-0.0123
0.0101,-0.0086,0.0163
0.0198,-0.0219,0.0449
0.0349,0.0018,0.0162
0.0264,0.0383,-0.0034
0.0225,0.0419,0.0111
0.0326,0.0125,0.0309
0.0187,-0.0046,-0.0024
0.0097,-0.006,-0.0549
-0.0182,-0.002,-0.0555
-0.0271,0.0083,-0.0364
-0.0311,-0.0097,-0.031
-0.0206,-0.0149,-0.055
-0.0187,-0.0147,-0.0789
-0.0034,-0.0185,-0.0598
-0.0066,0.0027,-0.1078
0.0038,0.0252,-0.1183
-0.011,0.0109,-0.0031
0.0175,-0.0143,0.0254
0.0264,0.0059,-0.0274
0.0165,0.0223,0.0538
0.0168,-0.0059,0.0682
0.0326,-0.0074,-0.2239
0.0102,-0.022,-0.2195
-0.0085,-0.0227,0.0966
0.03,-0.04,-0.0377
0.0676,-0.0092,-0.1821
0.0277,0.0457,0.0233
-0.0037,0.0482,0.2095
-0.0192,0.0317,0.1469
-0.0142,-0.0267,0.071
0.0163,-0.0197,-0.0054
-0.0159,-0.0273,-0.0824
-0.0483,-0.0038,-0.1351
-0.0381,-0.0055,-0.121
0.0099,-0.006,-0.0973
-0.0184,-0.006,-0.0642
-0.0189,-0.0353,0.0224
-0.0087,-0.0327,0.003
0.0108,-0.0021,-0.0738
0.0016,0.0352,-0.0651
0.0062,0.0497,0.016
0.0158,0.0145,0.0164
0.0165,-0.0177,-0.0508
-0.016,0.0079,-0.2144
-0.0224,-0.0098,-0.1855
0.0106,0.0242,-0.0185
0.0511,0.0292,0.1917
0.0274,0.0097,0.2686
0.021,-0.0531,0.2501
0.0194,-0.0673,0.0683
-0.0015,-0.0476,-0.0757
-0.0164,-0.0014,-0.1337
-0.0298,0.0137,-0.1433
-0.0183,0.0059,-0.1338
0.0028,-0.0056,-0.1004
0.0135,-0.0121,-0.0234
0.0181,-0.01,0.0004
0.0172,0.006,-0.0291
0.0019,0.012,-0.034
0.0011,0.024,-0.0725
0.0055,0.0264,-0.1158
0.0003,0.0213,-0.1017
0.0094,0.0309,-0.0254
0.0138,0.0202,0.0468
0.0232,-0.0122,0.0611
0.0182,-0.0315,0.0228
0.0037,-0.0039,-0.0736
-0.0014,0.0024,-0.0833
0.0029,-0.0,-0.0548
-0.0123,-0.007,-0.0262
0.0012,-0.0243,0.0509
0.0144,-0.0151,0.0461
-0.0054,0.0071,-0.0358
0.0042,0.016,-0.0885
-0.0098,0.0217,-0.0646
-0.0093,0.0182,-0.0215
0.0005,-0.0009,0.0072
0.0003,-0.0019,-0.031
0.0141,0.0157,-0.0788
0.0039,0.0297,-0.0453
-0.0164,0.0251,0.0074
-0.0334,0.0001,0.0457
-0.0018,-0.0086,0.0034
0.0145,0.0062,0.0126
0.0119,0.006,-0.0349
0.025,0.0097,-0.2406
-0.0104,-0.0039,-0.0778
-0.0227,-0.0644,0.2101
0.0372,-0.0799,0.0913
0.0539,-0.0064,-0.0818
0.0315,0.0727,0.1189
-0.0107,0.084,0.1526
-0.0289,0.032,0.1534
-0.0078,-0.0332,0.0923
0.0191,-0.0538,-0.065
0.0178,-0.0164,-0.1319
-0.0304,0.0012,-0.0938
-0.041,-0.0031,-0.012
0.0075,-0.0173,0.0177
0.0412,-0.0333,-0.0584
0.0412,-0.0149,-0.1203
0.0121,0.0011,-0.0487
0.0012,0.0071,-0.0102
-0.0044,-0.0017,-0.0194
-0.0005,0.0276,-0.043
-0.0013,0.0287,-0.0332
0.0032,0.0058,0.0581
0.0081,-0.0195,0.0012
0.0048,0.0112,-0.1276
0.001,0.0363,-0.123
0.0146,0.0641,0.0112
-0.007,0.0484,0.1358
-0.0096,0.0046,0.1177
0.003,-0.0424,-0.0397
0.0025,-0.069,-0.1158
0.0121,-0.0306,-0.0387
0.0257,0.0469,0.0639
0.1326,0.01,0.1389
0.1964,0.0293,0.1227
0.1698,-0.1136,0.1472
0.0766,-0.1572,0.037
0.0159,-0.1427,0.0928
0.0458,-0.0846,0.1927
0.1326,-0.0136,0.162
0.1909,0.0095,0.0707
0.1735,0.0236,0.0262
0.1275,-0.0011,-0.0327
0.0951,0.0455,-0.0983
0.0667,0.0694,-0.1318
0.0236,0.0456,-0.1342
0.0336,-0.0116,-0.1087
0.0416,-0.0107,-0.0368
0.0886,-0.0618,0.0067
0.1021,-0.0615,0.0069
0.0724,-0.0428,-0.0059
0.0435,-0.0186,-0.0331
0.0807,-0.0184,-0.0413
0.0945,-0.0661,-0.0295
0.0552,-0.0708,-0.0935
0.0539,-0.0427,-0.1425
0.0664,-0.0236,-0.1046
0.079,-0.0235,-0.1059
0.0821,-0.0324,-0.0691
0.0941,-0.0418,-0.0814
0.0958,-0.037,-0.0983
0.1163,-0.0272,-0.0826
0.1609,-0.055,-0.0592
0.149,-0.0688,-0.054
0.1236,-0.0446,-0.1234
0.0646,0.0133,-0.1569
0.0731,0.0611,-0.2787
0.0857,0.086,-0.3948
0.065,0.0639,-0.3982
0.1061,0.0102,-0.2491
0.1843,-0.0675,-0.1555
0.2571,-0.0616,-0.2485
0.215,-0.0159,-0.1757
0.2105,-0.0351,0.1289
0.0935,-0.0322,0.2433
0.0245,-0.0487,0.275
0.0324,-0.0853,0.2865
0.0879,-0.1113,0.3728
0.0958,-0.1152,0.3586
0.1187,-0.1059,0.2783
0.117,-0.0635,0.2548
0.1247,-0.0593,0.2167
0.1084,-0.0463,0.1811
0.1063,-0.0473,0.1895
0.0748,-0.047,0.3183
0.0675,-0.0489,0.2824
0.0988,-0.0467,0.1473
0.1392,-0.0523,0.2188
0.1034,-0.0624,0.356
0.087,-0.0751,0.3294
0.0758,-0.056,0.127
0.0736,-0.0415,-0.0611
0.0869,-0.0256,-0.1572
0.1095,-0.007,-0.1285
0.0844,-0.0029,-0.0489
0.0892,-0.0172,0.0147
0.0889,-0.008,0.0443
0.0645,0.0107,0.0592
0.0355,0.0246,0.0455
0.0777,-0.0328,0.0859
0.1385,-0.0189,0.1256
0.104,-0.0384,0.1302
0.0936,-0.049,0.0538
0.0975,-0.0399,0.0206
0.0967,-0.0361,-0.0124
0.0913,-0.0173,0.0063
0.0859,-0.0218,0.048
0.0469,-0.0173,0.0707
0.0367,-0.0463,0.0268
0.022,-0.0519,0.025
0.0553,-0.0467,0.0466
0.0506,-0.0516,0.039
0.0604,-0.0476,0.0122
0.0605,-0.0094,0.0333
0.032,-0.0095,0.0399
0.0277,-0.0192,0.0609
0.0375,-0.038,0.0585
0.0426,-0.0292,0.0327
0.0335,-0.0342,-0.0025
0.0531,-0.0057,0.0298
0.0677,-0.0155,0.0333
0.0678,-0.0157,0.0457
0.0441,-0.0302,0.0384
0.0394,-0.0352,0.031
0.0539,-0.0162,0.033
0.0633,-0.0115,0.0255
0.0536,-0.0117,0.037
0.0294,-0.0166,0.0338
0.0242,0.0067,0.0156
0.0476,0.0119,0.041
0.0758,0.0166,0.0565
0.0707,0.007,0.0437
0.0467,-0.0171,0.0177
0.0276,-0.0323,0.0057
0.042,-0.0461,0.036
0.0708,-0.0318,0.0612
0.0661,-0.008,0.0435
0.0564,-0.0273,0.0263
0.0665,-0.0514,0.0138
0.0182,-0.0323,0.0538
0.0278,0.0107,0.0689
0.0612,0.0058,0.0897
0.0854,-0.0183,0.0306
0.0566,-0.0191,0.0041
-0.0058,-0.0191,-0.0051
-0.0341,0.0097,0.0612
0.0092,0.0061,0.1658
0.0426,-0.009,0.0866
0.0622,-0.0522,0.0174
0.0623,-0.0475,0.0428
0.0382,-0.0571,0.096
0.0098,-0.0141,0.0918
0.015,0.0044,0.059
0.025,0.0043,0.0368
0.0443,-0.0054,0.0392
0.0586,-0.0288,0.0597
0.0494,-0.0194,0.0758
0.0545,-0.0242,0.0822
0.0407,-0.0339,0.0884
0.0034,-0.0106,0.0558
-0.0007,-0.0011,0.033
0.0711,-0.0053,0.0623
0.0949,-0.0196,0.0667
0.0765,-0.034,0.057
0.0621,-0.0387,0.0514
0.0473,-0.0147,0.0593
0.0618,0.019,0.0707
0.0671,0.0234,0.0534
0.0679,-0.0045,0.0451
0.0449,-0.0376,0.0877
0.0314,-0.0942,0.1173
0.0464,-0.0892,0.1487
0.0422,-0.0366,0.1248
0.0666,0.0058,0.0643
0.087,-0.0094,0.0154
0.1166,-0.0473,0.028
0.0698,-0.0523,0.0313
0.0472,-0.0291,-0.0085
0.0386,-0.0203,-0.0729
0.0586,0.0178,-0.0557
0.087,0.0231,0.0037
0.0969,0.0326,0.0293
0.0877,0.0325,0.0265
0.0548,-0.0059,0.042
0.0261,-0.0203,0.0565
0.0406,-0.0107,0.0706
0.093,0.0085,0.0561
0.141,-0.0059,0.033
0.1547,-0.0155,0.0047
0.1164,-0.0347,-0.0193
0.0974,-0.0299,-0.0341
0.1213,-0.0538,-0.0589
0.1118,-0.0393,-0.0032
0.1021,-0.044,0.0239
0.1355,-0.0576,0.0709
0.1974,-0.0713,0.0888
0.1687,-0.0815,0.0358
0.1023,-0.063,-0.0408
0.0452,-0.0486,-0.0356
0.0303,-0.0528,0.0891
0.0879,-0.0578,0.0489
0.1638,-0.0773,-0.0033
0.2206,-0.0727,0.0198
0.1963,-0.0682,0.0664
0.1152,-0.0589,0.0843
0.0813,-0.0304,0.0797
0.0625,0.0069,0.0846
0.0625,-0.003,0.0623
0.1153,-0.0226,0.0362
0.1286,-0.0183,0.0338
0.1083,-0.0091,0.0209
0.0878,-0.0526,0.0854
0.081,0.0044,0.0677
0.0608,0.0315,-0.0121
0.0588,0.0413,0.0079
0.0758,0.0261,-0.0061
0.064,0.0025,0.0069
0.0618,-0.0121,0.053
0.0256,0.0212,0.0565
0.0336,0.0209,0.0512
0.0554,0.0063,0.0312
0.0389,-0.0226,0.0385
0.0273,-0.0131,0.0167
0.0256,0.0101,-0.0101
0.0477,0.0148,0.0053
0.0603,0.0057,0.0533
0.0443,0.0057,0.0439
0.0332,0.0105,0.0295
0.065,0.0057,0.0432
0.0727,0.0201,0.0182
0.0376,0.0195,-0.0218
0.0316,-0.0043,-0.0005
0.0402,-0.0179,0.0013
0.0965,0.0014,0.0124
0.0954,0.0208,0.0076
-0.0099,0.0013,-0.055
